Mid,Date,Opponent,Event,Leg,Player,Won,Darts,CheckoutValue,StartScore
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,3,Opponent,0,,,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,3,You,1,45,37,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,4,Opponent,1,37,16,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,4,You,0,,,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,5,Opponent,1,46,4,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,5,You,0,,,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,6,Opponent,1,41,9,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,6,You,0,,,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,7,Opponent,0,,,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,7,You,1,43,2,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,8,Opponent,1,32,10,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,8,You,0,,,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,9,Opponent,1,44,7,501
DIdUAPCd_1761073093715,2025-10-21,Tony Bennett,🎯DML Division 4,9,You,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,1,You,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,1,Opponent,1,40,8,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,2,You,1,36,40,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,2,Opponent,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,3,You,1,31,10,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,3,Opponent,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,4,You,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,4,Opponent,1,27,26,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,5,You,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,5,Opponent,1,34,20,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,6,You,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,6,Opponent,1,55,2,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,7,You,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,7,Opponent,1,30,10,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,8,You,0,,,501
UsQe4SEb_1761152366400,2025-10-22,Ian Evans,🎯DML Division 4,8,Opponent,1,27,18,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,1,Opponent,1,38,32,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,1,You,0,,,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,2,Opponent,1,33,40,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,2,You,0,,,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,3,Opponent,1,30,94,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,3,You,0,,,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,4,Opponent,1,42,38,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,4,You,0,,,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,5,Opponent,1,43,2,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,5,You,0,,,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,6,Opponent,1,43,8,501
a3or3CHY_1761235234553,2025-10-23,Dave Duncan,🎯DML Division 4,6,You,0,,,501
KZ9C7WOX_1761596352962,2025-10-27,Tony Bennett,Dartsmatt Development Tour #20,1,You,0,,,501
KZ9C7WOX_1761596352962,2025-10-27,Tony Bennett,Dartsmatt Development Tour #20,1,Opponent,1,46,2,501
KZ9C7WOX_1761596352962,2025-10-27,Tony Bennett,Dartsmatt Development Tour #20,2,You,1,34,4,501
KZ9C7WOX_1761596352962,2025-10-27,Tony Bennett,Dartsmatt Development Tour #20,2,Opponent,0,,,501
KZ9C7WOX_1761596352962,2025-10-27,Tony Bennett,Dartsmatt Development Tour #20,3,You,0,,,501
KZ9C7WOX_1761596352962,2025-10-27,Tony Bennett,Dartsmatt Development Tour #20,3,Opponent,1,39,4,501
ckRKb34f_1761593406064,2025-10-27,Dave Duncan,Dartsmatt Development Tour #20,1,You,0,,,501
ckRKb34f_1761593406064,2025-10-27,Dave Duncan,Dartsmatt Development Tour #20,1,Opponent,1,50,8,501
ckRKb34f_1761593406064,2025-10-27,Dave Duncan,Dartsmatt Development Tour #20,2,You,0,,,501
ckRKb34f_1761593406064,2025-10-27,Dave Duncan,Dartsmatt Development Tour #20,2,Opponent,1,27,16,501
kFyJCmAy_1761594830695,2025-10-27,Alex Boag-Munroe,Dartsmatt Development Tour #20,1,Opponent,1,34,36,501
kFyJCmAy_1761594830695,2025-10-27,Alex Boag-Munroe,Dartsmatt Development Tour #20,1,You,0,,,501
kFyJCmAy_1761594830695,2025-10-27,Alex Boag-Munroe,Dartsmatt Development Tour #20,2,Opponent,1,38,8,501
kFyJCmAy_1761594830695,2025-10-27,Alex Boag-Munroe,Dartsmatt Development Tour #20,2,You,0,,,501
4oAlRWEC_1761937238648,2025-10-31,Ian Evans,Dartsmatt Grand Prix Qualifier 4,1,Opponent,0,,,501
4oAlRWEC_1761937238648,2025-10-31,Ian Evans,Dartsmatt Grand Prix Qualifier 4,1,You,1,33,40,501
4oAlRWEC_1761937238648,2025-10-31,Ian Evans,Dartsmatt Grand Prix Qualifier 4,2,Opponent,1,33,62,501
4oAlRWEC_1761937238648,2025-10-31,Ian Evans,Dartsmatt Grand Prix Qualifier 4,2,You,0,,,501
4oAlRWEC_1761937238648,2025-10-31,Ian Evans,Dartsmatt Grand Prix Qualifier 4,3,Opponent,1,36,71,501
4oAlRWEC_1761937238648,2025-10-31,Ian Evans,Dartsmatt Grand Prix Qualifier 4,3,You,0,,,501
GbOASClo_1761938582257,2025-10-31,Ray Plater,Dartsmatt Grand Prix Qualifier 4,1,Opponent,1,32,40,501
GbOASClo_1761938582257,2025-10-31,Ray Plater,Dartsmatt Grand Prix Qualifier 4,1,You,0,,,501
GbOASClo_1761938582257,2025-10-31,Ray Plater,Dartsmatt Grand Prix Qualifier 4,2,Opponent,0,,,501
GbOASClo_1761938582257,2025-10-31,Ray Plater,Dartsmatt Grand Prix Qualifier 4,2,You,1,27,84,501
GbOASClo_1761938582257,2025-10-31,Ray Plater,Dartsmatt Grand Prix Qualifier 4,3,Opponent,1,23,40,501
GbOASClo_1761938582257,2025-10-31,Ray Plater,Dartsmatt Grand Prix Qualifier 4,3,You,0,,,501
FVgCzx4R_1762198515906,2025-11-03,Kevin Newman,Dartsmatt Development Tour #21,1,You,0,,,501
FVgCzx4R_1762198515906,2025-11-03,Kevin Newman,Dartsmatt Development Tour #21,1,Opponent,1,47,34,501
FVgCzx4R_1762198515906,2025-11-03,Kevin Newman,Dartsmatt Development Tour #21,2,You,0,,,501
FVgCzx4R_1762198515906,2025-11-03,Kevin Newman,Dartsmatt Development Tour #21,2,Opponent,1,32,36,501
PF94jGhz_1762197288759,2025-11-03,Michael Lightwood-Rule,Dartsmatt Development Tour #21,1,Opponent,1,38,8,501
PF94jGhz_1762197288759,2025-11-03,Michael Lightwood-Rule,Dartsmatt Development Tour #21,1,You,0,,,501
PF94jGhz_1762197288759,2025-11-03,Michael Lightwood-Rule,Dartsmatt Development Tour #21,2,Opponent,0,,,501
PF94jGhz_1762197288759,2025-11-03,Michael Lightwood-Rule,Dartsmatt Development Tour #21,2,You,1,39,36,501
PF94jGhz_1762197288759,2025-11-03,Michael Lightwood-Rule,Dartsmatt Development Tour #21,3,Opponent,0,,,501
PF94jGhz_1762197288759,2025-11-03,Michael Lightwood-Rule,Dartsmatt Development Tour #21,3,You,1,28,32,501
bDvoyii8_1762200990424,2025-11-03,Tony Bennett,Dartsmatt Development Tour #21,1,You,1,60,4,501
bDvoyii8_1762200990424,2025-11-03,Tony Bennett,Dartsmatt Development Tour #21,1,Opponent,0,,,501
bDvoyii8_1762200990424,2025-11-03,Tony Bennett,Dartsmatt Development Tour #21,2,You,0,,,501
bDvoyii8_1762200990424,2025-11-03,Tony Bennett,Dartsmatt Development Tour #21,2,Opponent,1,38,2,501
bDvoyii8_1762200990424,2025-11-03,Tony Bennett,Dartsmatt Development Tour #21,3,You,1,33,77,501
bDvoyii8_1762200990424,2025-11-03,Tony Bennett,Dartsmatt Development Tour #21,3,Opponent,0,,,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,1,Opponent,0,,,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,1,You,1,33,32,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,2,Opponent,1,45,8,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,2,You,0,,,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,3,Opponent,1,24,42,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,3,You,0,,,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,4,Opponent,1,30,40,501
yz2Zskdo_1762202555026,2025-11-03,Lander Valentin,Dartsmatt Development Tour #21,4,You,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,1,Opponent,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,1,You,1,34,2,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,10,Opponent,1,34,36,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,10,You,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,2,Opponent,1,32,40,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,2,You,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,3,Opponent,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,3,You,1,73,2,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,4,Opponent,1,44,8,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,4,You,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,5,Opponent,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,5,You,1,39,16,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,6,Opponent,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,6,You,1,59,2,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,7,Opponent,1,48,16,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,7,You,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,8,Opponent,1,34,4,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,8,You,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,9,Opponent,0,,,501
PRWZWUiA_1762613781040,2025-11-08,Kevin Newman,🎯DML Division 4,9,You,1,47,16,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,1,Opponent,1,27,20,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,1,You,0,,,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,2,Opponent,1,27,64,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,2,You,0,,,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,3,Opponent,0,,,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,3,You,1,31,4,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,4,Opponent,1,23,20,501
Q2lecQVo_1762632034958,2025-11-08,Andy Dunn,🎯DML - November Cash Tournament,4,You,0,,,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,1,Opponent,1,23,32,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,1,You,0,,,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,2,Opponent,0,,,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,2,You,1,33,30,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,3,Opponent,1,17,35,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,3,You,0,,,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,4,Opponent,1,19,10,501
UXfa5mUm_1762628951081,2025-11-08,Brian Booy,🎯DML - November Cash Tournament,4,You,0,,,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,1,Opponent,1,45,2,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,1,You,0,,,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,2,Opponent,0,,,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,2,You,1,29,20,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,3,Opponent,1,29,16,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,3,You,0,,,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,4,Opponent,0,,,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,4,You,1,22,16,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,5,Opponent,1,31,20,501
d6UYo4bY_1762630287792,2025-11-08,Leighton Jell,🎯DML - November Cash Tournament,5,You,0,,,501
MArQcfiL_1762801392017,2025-11-10,Kevin Newman,Dartsmatt Development Tour #22,1,Opponent,1,35,14,501
MArQcfiL_1762801392017,2025-11-10,Kevin Newman,Dartsmatt Development Tour #22,1,You,0,,,501
MArQcfiL_1762801392017,2025-11-10,Kevin Newman,Dartsmatt Development Tour #22,2,Opponent,0,,,501
MArQcfiL_1762801392017,2025-11-10,Kevin Newman,Dartsmatt Development Tour #22,2,You,1,35,40,501
MArQcfiL_1762801392017,2025-11-10,Kevin Newman,Dartsmatt Development Tour #22,3,Opponent,0,,,501
MArQcfiL_1762801392017,2025-11-10,Kevin Newman,Dartsmatt Development Tour #22,3,You,1,56,8,501
NzQZmuf9_1762805865754,2025-11-10,Dave Duncan,Dartsmatt Development Tour #22,1,You,0,,,501
NzQZmuf9_1762805865754,2025-11-10,Dave Duncan,Dartsmatt Development Tour #22,1,Opponent,1,35,10,501
NzQZmuf9_1762805865754,2025-11-10,Dave Duncan,Dartsmatt Development Tour #22,2,You,0,,,501
NzQZmuf9_1762805865754,2025-11-10,Dave Duncan,Dartsmatt Development Tour #22,2,Opponent,1,37,14,501
OmL9zsid_1762802887815,2025-11-10,Tony Bennett,Dartsmatt Development Tour #22,1,Opponent,1,35,32,501
OmL9zsid_1762802887815,2025-11-10,Tony Bennett,Dartsmatt Development Tour #22,1,You,0,,,501
OmL9zsid_1762802887815,2025-11-10,Tony Bennett,Dartsmatt Development Tour #22,2,Opponent,1,34,12,501
OmL9zsid_1762802887815,2025-11-10,Tony Bennett,Dartsmatt Development Tour #22,2,You,0,,,501
vsHMoGSg_1762804317942,2025-11-10,elJebus 0,Dartsmatt Development Tour #22,1,You,1,43,8,501
vsHMoGSg_1762804317942,2025-11-10,elJebus 0,Dartsmatt Development Tour #22,1,Opponent,0,,,501
vsHMoGSg_1762804317942,2025-11-10,elJebus 0,Dartsmatt Development Tour #22,2,You,1,38,33,501
vsHMoGSg_1762804317942,2025-11-10,elJebus 0,Dartsmatt Development Tour #22,2,Opponent,0,,,501
DyvPCcMI_1763148125160,2025-11-14,Edwin Iżykowski,Dartsmatt Freebie Friday 1,1,Opponent,0,,,501
DyvPCcMI_1763148125160,2025-11-14,Edwin Iżykowski,Dartsmatt Freebie Friday 1,1,You,1,87,4,501
DyvPCcMI_1763148125160,2025-11-14,Edwin Iżykowski,Dartsmatt Freebie Friday 1,2,Opponent,1,39,30,501
DyvPCcMI_1763148125160,2025-11-14,Edwin Iżykowski,Dartsmatt Freebie Friday 1,2,You,0,,,501
DyvPCcMI_1763148125160,2025-11-14,Edwin Iżykowski,Dartsmatt Freebie Friday 1,3,Opponent,1,39,42,501
DyvPCcMI_1763148125160,2025-11-14,Edwin Iżykowski,Dartsmatt Freebie Friday 1,3,You,0,,,501
ahue996T_1763146901693,2025-11-14,Matt Brown,Dartsmatt Freebie Friday 1,1,You,0,,,501
ahue996T_1763146901693,2025-11-14,Matt Brown,Dartsmatt Freebie Friday 1,1,Opponent,1,27,20,501
ahue996T_1763146901693,2025-11-14,Matt Brown,Dartsmatt Freebie Friday 1,2,You,1,34,40,501
ahue996T_1763146901693,2025-11-14,Matt Brown,Dartsmatt Freebie Friday 1,2,Opponent,0,,,501
ahue996T_1763146901693,2025-11-14,Matt Brown,Dartsmatt Freebie Friday 1,3,You,0,,,501
ahue996T_1763146901693,2025-11-14,Matt Brown,Dartsmatt Freebie Friday 1,3,Opponent,1,33,40,501
cF9Phah5_1763150794266,2025-11-14,Stian Stabell,Dartsmatt Freebie Friday 1,1,Opponent,1,32,32,501
cF9Phah5_1763150794266,2025-11-14,Stian Stabell,Dartsmatt Freebie Friday 1,1,You,0,,,501
cF9Phah5_1763150794266,2025-11-14,Stian Stabell,Dartsmatt Freebie Friday 1,2,Opponent,1,23,20,501
cF9Phah5_1763150794266,2025-11-14,Stian Stabell,Dartsmatt Freebie Friday 1,2,You,0,,,501
j6iyGrq3_1763150251212,2025-11-14,Liam Chivers,Dartsmatt Freebie Friday 1,1,You,0,,,501
j6iyGrq3_1763150251212,2025-11-14,Liam Chivers,Dartsmatt Freebie Friday 1,1,Opponent,1,18,16,501
j6iyGrq3_1763150251212,2025-11-14,Liam Chivers,Dartsmatt Freebie Friday 1,2,You,0,,,501
j6iyGrq3_1763150251212,2025-11-14,Liam Chivers,Dartsmatt Freebie Friday 1,2,Opponent,1,35,4,501
khuBhRzE_1763151465395,2025-11-14,Matthew Edwards,Dartsmatt Freebie Friday 1,1,You,0,,,501
khuBhRzE_1763151465395,2025-11-14,Matthew Edwards,Dartsmatt Freebie Friday 1,1,Opponent,1,25,38,501
khuBhRzE_1763151465395,2025-11-14,Matthew Edwards,Dartsmatt Freebie Friday 1,2,You,0,,,501
khuBhRzE_1763151465395,2025-11-14,Matthew Edwards,Dartsmatt Freebie Friday 1,2,Opponent,1,37,14,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,1,Opponent,0,,,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,1,You,1,49,8,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,2,Opponent,1,39,4,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,2,You,0,,,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,3,Opponent,1,36,8,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,3,You,0,,,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,4,Opponent,1,36,6,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,4,You,0,,,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,5,Opponent,1,37,4,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,5,You,0,,,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,6,Opponent,1,41,18,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,6,You,0,,,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,7,Opponent,0,,,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,7,You,1,47,32,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,8,Opponent,1,37,2,501
FXwuhdMJ_1763319629895,2025-11-16,Lander Valentin,🎯DML Division 4,8,You,0,,,501
0XYgwr0o_1763427164685,2025-11-17,Colin Hass,,1,You,0,,,501
0XYgwr0o_1763427164685,2025-11-17,Colin Hass,,1,Opponent,1,56,4,501
0XYgwr0o_1763427164685,2025-11-17,Colin Hass,,2,You,1,39,32,501
0XYgwr0o_1763427164685,2025-11-17,Colin Hass,,2,Opponent,0,,,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,1,You,0,,,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,1,Opponent,1,39,42,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,2,You,0,,,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,2,Opponent,1,46,20,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,3,You,1,34,12,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,3,Opponent,0,,,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,4,You,0,,,501
2kk8QjvT_1763428546836,2025-11-17,Ilco Van Belzen,,4,Opponent,1,26,56,501
JTwBaSZT_1763406065766,2025-11-17,Alex Boag-Munroe,Dartsmatt Development Tour #23,1,Opponent,1,44,13,501
JTwBaSZT_1763406065766,2025-11-17,Alex Boag-Munroe,Dartsmatt Development Tour #23,1,You,0,,,501
JTwBaSZT_1763406065766,2025-11-17,Alex Boag-Munroe,Dartsmatt Development Tour #23,2,Opponent,1,36,37,501
JTwBaSZT_1763406065766,2025-11-17,Alex Boag-Munroe,Dartsmatt Development Tour #23,2,You,0,,,501
fFLbv363_1763408713300,2025-11-17,Lander Valentin,Dartsmatt Development Tour #23,1,You,1,38,8,501
fFLbv363_1763408713300,2025-11-17,Lander Valentin,Dartsmatt Development Tour #23,1,Opponent,0,,,501
fFLbv363_1763408713300,2025-11-17,Lander Valentin,Dartsmatt Development Tour #23,2,You,0,,,501
fFLbv363_1763408713300,2025-11-17,Lander Valentin,Dartsmatt Development Tour #23,2,Opponent,1,30,60,501
fFLbv363_1763408713300,2025-11-17,Lander Valentin,Dartsmatt Development Tour #23,3,You,0,,,501
fFLbv363_1763408713300,2025-11-17,Lander Valentin,Dartsmatt Development Tour #23,3,Opponent,1,32,41,501
tRfCIjC2_1763407445660,2025-11-17,Tony Bennett,Dartsmatt Development Tour #23,1,You,1,36,40,501
tRfCIjC2_1763407445660,2025-11-17,Tony Bennett,Dartsmatt Development Tour #23,1,Opponent,0,,,501
tRfCIjC2_1763407445660,2025-11-17,Tony Bennett,Dartsmatt Development Tour #23,2,You,0,,,501
tRfCIjC2_1763407445660,2025-11-17,Tony Bennett,Dartsmatt Development Tour #23,2,Opponent,1,36,20,501
tRfCIjC2_1763407445660,2025-11-17,Tony Bennett,Dartsmatt Development Tour #23,3,You,0,,,501
tRfCIjC2_1763407445660,2025-11-17,Tony Bennett,Dartsmatt Development Tour #23,3,Opponent,1,39,20,501
u0ItavVI_1763604420683,2025-11-19,Dan Smith,,1,You,0,,,501
u0ItavVI_1763604420683,2025-11-19,Dan Smith,,1,Opponent,1,40,4,501
u0ItavVI_1763604420683,2025-11-19,Dan Smith,,2,You,0,,,501
u0ItavVI_1763604420683,2025-11-19,Dan Smith,,2,Opponent,1,49,10,501
u0ItavVI_1763604420683,2025-11-19,Dan Smith,,3,You,0,,,501
u0ItavVI_1763604420683,2025-11-19,Dan Smith,,3,Opponent,1,34,8,501
LWAJQy9l_1763771371340,2025-11-21,Stewart,,1,You,0,,,501
LWAJQy9l_1763771371340,2025-11-21,Stewart,,1,Opponent,1,49,8,501
LWAJQy9l_1763771371340,2025-11-21,Stewart,,2,You,0,,,501
LWAJQy9l_1763771371340,2025-11-21,Stewart,,2,Opponent,1,42,16,501
LWAJQy9l_1763771371340,2025-11-21,Stewart,,3,You,1,34,36,501
LWAJQy9l_1763771371340,2025-11-21,Stewart,,3,Opponent,0,,,501
Njyvwx7l_1763752816309,2025-11-21,Dawid Kopelciw,Dartsmatt Friday Freebie 2,1,Opponent,1,40,12,501
Njyvwx7l_1763752816309,2025-11-21,Dawid Kopelciw,Dartsmatt Friday Freebie 2,1,You,0,,,501
Njyvwx7l_1763752816309,2025-11-21,Dawid Kopelciw,Dartsmatt Friday Freebie 2,2,Opponent,1,31,2,501
Njyvwx7l_1763752816309,2025-11-21,Dawid Kopelciw,Dartsmatt Friday Freebie 2,2,You,0,,,501
YCinpqGI_1763754771709,2025-11-21,Andy Mercier Morris,Dartsmatt Friday Freebie 2,1,Opponent,1,35,4,501
YCinpqGI_1763754771709,2025-11-21,Andy Mercier Morris,Dartsmatt Friday Freebie 2,1,You,0,,,501
YCinpqGI_1763754771709,2025-11-21,Andy Mercier Morris,Dartsmatt Friday Freebie 2,2,Opponent,1,23,8,501
YCinpqGI_1763754771709,2025-11-21,Andy Mercier Morris,Dartsmatt Friday Freebie 2,2,You,0,,,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,1,You,1,31,32,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,1,Opponent,0,,,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,2,You,0,,,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,2,Opponent,1,39,32,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,3,You,0,,,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,3,Opponent,1,33,8,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,4,You,0,,,501
ZrdZWx5h_1763769767395,2025-11-21,Shaun Fraser,,4,Opponent,1,24,40,501
ouWvQqhu_1763753876491,2025-11-21,Ed York,Dartsmatt Friday Freebie 2,1,You,0,,,501
ouWvQqhu_1763753876491,2025-11-21,Ed York,Dartsmatt Friday Freebie 2,1,Opponent,1,26,32,501
ouWvQqhu_1763753876491,2025-11-21,Ed York,Dartsmatt Friday Freebie 2,2,You,0,,,501
