Mid,Date,Opponent,Event,Leg,Player,Won,Darts,CheckoutValue,StartScore
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,3,Opponent,0,,,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,4,You,0,,,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,4,Opponent,1,46,24,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,5,You,1,38,33,501
AzuqQwuu_1769972536191,2026-02-01,wayne green,🎯DML - Division 4 - Jan 2026,5,Opponent,0,,,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,1,Opponent,1,50,4,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,1,You,0,,,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,2,Opponent,1,42,42,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,2,You,0,,,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,3,Opponent,1,38,16,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,3,You,0,,,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,4,Opponent,0,,,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,4,You,1,38,10,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,5,Opponent,1,34,32,501
dZkcJDaK_1769957993683,2026-02-01,Lander Valentin,🎯DML - Division 4 - Jan 2026,5,You,0,,,501
26vemvBO_1770663735630,2026-02-09,Braden Hinely,Dartsmatt Development Tour 2026 #6,1,You,0,,,501
26vemvBO_1770663735630,2026-02-09,Braden Hinely,Dartsmatt Development Tour 2026 #6,1,Opponent,1,38,10,501
26vemvBO_1770663735630,2026-02-09,Braden Hinely,Dartsmatt Development Tour 2026 #6,2,You,1,61,2,501
26vemvBO_1770663735630,2026-02-09,Braden Hinely,Dartsmatt Development Tour 2026 #6,2,Opponent,0,,,501
26vemvBO_1770663735630,2026-02-09,Braden Hinely,Dartsmatt Development Tour 2026 #6,3,You,1,40,30,501
26vemvBO_1770663735630,2026-02-09,Braden Hinely,Dartsmatt Development Tour 2026 #6,3,Opponent,0,,,501
hP6uoksV_1770665924634,2026-02-09,kelvin langley,Dartsmatt Development Tour 2026 #6,1,You,0,,,501
hP6uoksV_1770665924634,2026-02-09,kelvin langley,Dartsmatt Development Tour 2026 #6,1,Opponent,1,35,16,501
hP6uoksV_1770665924634,2026-02-09,kelvin langley,Dartsmatt Development Tour 2026 #6,2,You,0,,,501
hP6uoksV_1770665924634,2026-02-09,kelvin langley,Dartsmatt Development Tour 2026 #6,2,Opponent,1,30,101,501
vgZWkZEX_1770667828831,2026-02-09,Rhys Horn,Dartsmatt Development Tour 2026 #6,1,Opponent,1,39,18,501
vgZWkZEX_1770667828831,2026-02-09,Rhys Horn,Dartsmatt Development Tour 2026 #6,1,You,0,,,501
vgZWkZEX_1770667828831,2026-02-09,Rhys Horn,Dartsmatt Development Tour 2026 #6,2,Opponent,1,57,4,501
vgZWkZEX_1770667828831,2026-02-09,Rhys Horn,Dartsmatt Development Tour 2026 #6,2,You,0,,,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,1,Opponent,1,35,18,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,1,You,0,,,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,2,Opponent,0,,,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,2,You,1,40,12,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,3,Opponent,0,,,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,3,You,1,31,32,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,4,Opponent,1,31,16,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,4,You,0,,,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,5,Opponent,1,29,32,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,5,You,0,,,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,6,Opponent,1,33,6,501
xs9PR2aw_1770767873812,2026-02-10,Dave Duncan,🎯DML - Division 4 - Jan 2026,6,You,0,,,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,1,You,0,,,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,1,Opponent,1,30,97,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,2,You,0,,,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,2,Opponent,1,45,4,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,3,You,1,37,8,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,3,Opponent,0,,,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,4,You,0,,,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,4,Opponent,1,39,40,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,5,You,1,55,4,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,5,Opponent,0,,,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,6,You,0,,,501
2r1x4jUn_1771167829516,2026-02-15,Tom Tickner,🎯DML - Division 4 - Jan 2026,6,Opponent,1,35,56,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,1,Opponent,0,,,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,1,You,1,42,7,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,2,Opponent,1,40,4,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,2,You,0,,,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,3,Opponent,1,44,32,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,3,You,0,,,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,4,Opponent,1,49,8,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,4,You,0,,,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,5,Opponent,0,,,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,5,You,1,32,8,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,6,Opponent,0,,,501
TsYwi9zq_1771171365806,2026-02-15,Alex Concha,🎯DML - Division 4 - Jan 2026,6,You,1,34,12,501
IQahYWXA_1771280485030,2026-02-16,Lander Valentin,,1,Opponent,1,36,50,501
IQahYWXA_1771280485030,2026-02-16,Lander Valentin,,1,You,0,,,501
IQahYWXA_1771280485030,2026-02-16,Lander Valentin,,2,Opponent,1,34,32,501
IQahYWXA_1771280485030,2026-02-16,Lander Valentin,,2,You,0,,,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,1,Opponent,1,43,4,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,1,You,0,,,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,2,Opponent,0,,,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,2,You,1,38,54,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,3,Opponent,0,,,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,3,You,1,31,16,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,4,Opponent,0,,,501
N1Zo63Bi_1771276789511,2026-02-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #7,4,You,1,33,56,501
NZo7qJDe_1771269933766,2026-02-16,Richard Harris,Dartsmatt Development Tour 2026 #7,1,Opponent,0,,,501
NZo7qJDe_1771269933766,2026-02-16,Richard Harris,Dartsmatt Development Tour 2026 #7,1,You,1,33,64,501
NZo7qJDe_1771269933766,2026-02-16,Richard Harris,Dartsmatt Development Tour 2026 #7,2,Opponent,0,,,501
NZo7qJDe_1771269933766,2026-02-16,Richard Harris,Dartsmatt Development Tour 2026 #7,2,You,1,57,22,501
OonErMNV_1771275812142,2026-02-16,Bailey Fox-Roberts,Dartsmatt Development Tour 2026 #7,1,Opponent,0,,,501
OonErMNV_1771275812142,2026-02-16,Bailey Fox-Roberts,Dartsmatt Development Tour 2026 #7,1,You,1,49,2,501
OonErMNV_1771275812142,2026-02-16,Bailey Fox-Roberts,Dartsmatt Development Tour 2026 #7,2,Opponent,0,,,501
OonErMNV_1771275812142,2026-02-16,Bailey Fox-Roberts,Dartsmatt Development Tour 2026 #7,2,You,1,31,26,501
PXzYdngd_1771274402572,2026-02-16,Braden Hinely,Dartsmatt Development Tour 2026 #7,1,Opponent,0,,,501
PXzYdngd_1771274402572,2026-02-16,Braden Hinely,Dartsmatt Development Tour 2026 #7,1,You,1,66,10,501
PXzYdngd_1771274402572,2026-02-16,Braden Hinely,Dartsmatt Development Tour 2026 #7,2,Opponent,0,,,501
PXzYdngd_1771274402572,2026-02-16,Braden Hinely,Dartsmatt Development Tour 2026 #7,2,You,1,26,18,501
VxyYMrhi_1771268552867,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,1,You,1,36,47,501
VxyYMrhi_1771268552867,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,1,Opponent,0,,,501
VxyYMrhi_1771268552867,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,2,You,0,,,501
VxyYMrhi_1771268552867,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,2,Opponent,1,33,29,501
VxyYMrhi_1771268552867,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,3,You,0,,,501
VxyYMrhi_1771268552867,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,3,Opponent,1,42,13,501
Xya7madq_1771272945819,2026-02-16,Rhys Horn,Dartsmatt Development Tour 2026 #7,1,You,1,42,36,501
Xya7madq_1771272945819,2026-02-16,Rhys Horn,Dartsmatt Development Tour 2026 #7,1,Opponent,0,,,501
Xya7madq_1771272945819,2026-02-16,Rhys Horn,Dartsmatt Development Tour 2026 #7,2,You,0,,,501
Xya7madq_1771272945819,2026-02-16,Rhys Horn,Dartsmatt Development Tour 2026 #7,2,Opponent,1,42,5,501
Xya7madq_1771272945819,2026-02-16,Rhys Horn,Dartsmatt Development Tour 2026 #7,3,You,1,30,30,501
Xya7madq_1771272945819,2026-02-16,Rhys Horn,Dartsmatt Development Tour 2026 #7,3,Opponent,0,,,501
gpzvqKnR_1771278379477,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,1,Opponent,1,40,16,501
gpzvqKnR_1771278379477,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,1,You,0,,,501
gpzvqKnR_1771278379477,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,2,Opponent,1,37,8,501
gpzvqKnR_1771278379477,2026-02-16,Lander Valentin,Dartsmatt Development Tour 2026 #7,2,You,0,,,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,1,You,0,,,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,1,Opponent,1,30,27,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,2,You,1,77,2,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,2,Opponent,0,,,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,3,You,1,30,82,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,3,Opponent,0,,,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,4,You,0,,,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,4,Opponent,1,27,20,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,5,You,0,,,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,5,Opponent,1,27,55,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,6,You,0,,,501
8DSTz3sI_1771772542711,2026-02-22,Alex Boag-Munroe,🎯DML - Division 4 - Jan 2026,6,Opponent,1,40,40,501
6dQXQcUU_1771878022197,2026-02-23,Richard Harris,Dartsmatt Development Tour 2026 #8,1,Opponent,0,,,501
6dQXQcUU_1771878022197,2026-02-23,Richard Harris,Dartsmatt Development Tour 2026 #8,1,You,1,35,51,501
6dQXQcUU_1771878022197,2026-02-23,Richard Harris,Dartsmatt Development Tour 2026 #8,2,Opponent,1,58,2,501
6dQXQcUU_1771878022197,2026-02-23,Richard Harris,Dartsmatt Development Tour 2026 #8,2,You,0,,,501
6dQXQcUU_1771878022197,2026-02-23,Richard Harris,Dartsmatt Development Tour 2026 #8,3,Opponent,0,,,501
6dQXQcUU_1771878022197,2026-02-23,Richard Harris,Dartsmatt Development Tour 2026 #8,3,You,1,43,4,501
XQRXZpl1_1771873330453,2026-02-23,Tom Tickner,Dartsmatt Development Tour 2026 #8,1,You,0,,,501
XQRXZpl1_1771873330453,2026-02-23,Tom Tickner,Dartsmatt Development Tour 2026 #8,1,Opponent,1,33,40,501
XQRXZpl1_1771873330453,2026-02-23,Tom Tickner,Dartsmatt Development Tour 2026 #8,2,You,0,,,501
XQRXZpl1_1771873330453,2026-02-23,Tom Tickner,Dartsmatt Development Tour 2026 #8,2,Opponent,1,31,16,501
je6B5nNQ_1771879632735,2026-02-23,Braden Hinely,Dartsmatt Development Tour 2026 #8,1,You,0,,,501
je6B5nNQ_1771879632735,2026-02-23,Braden Hinely,Dartsmatt Development Tour 2026 #8,1,Opponent,1,42,20,501
je6B5nNQ_1771879632735,2026-02-23,Braden Hinely,Dartsmatt Development Tour 2026 #8,2,You,0,,,501
je6B5nNQ_1771879632735,2026-02-23,Braden Hinely,Dartsmatt Development Tour 2026 #8,2,Opponent,1,36,40,501
je6B5nNQ_1771879632735,2026-02-23,Braden Hinely,Dartsmatt Development Tour 2026 #8,3,You,0,,,501
je6B5nNQ_1771879632735,2026-02-23,Braden Hinely,Dartsmatt Development Tour 2026 #8,3,Opponent,1,51,4,501
wvlEnWqj_1771874133909,2026-02-23,Alex Concha,Dartsmatt Development Tour 2026 #8,1,Opponent,0,,,501
wvlEnWqj_1771874133909,2026-02-23,Alex Concha,Dartsmatt Development Tour 2026 #8,1,You,1,36,64,501
wvlEnWqj_1771874133909,2026-02-23,Alex Concha,Dartsmatt Development Tour 2026 #8,2,Opponent,1,68,4,501
wvlEnWqj_1771874133909,2026-02-23,Alex Concha,Dartsmatt Development Tour 2026 #8,2,You,0,,,501
wvlEnWqj_1771874133909,2026-02-23,Alex Concha,Dartsmatt Development Tour 2026 #8,3,Opponent,0,,,501
wvlEnWqj_1771874133909,2026-02-23,Alex Concha,Dartsmatt Development Tour 2026 #8,3,You,1,36,55,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,1,Opponent,0,,,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,1,You,1,25,40,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,2,Opponent,1,39,10,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,2,You,0,,,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,3,Opponent,1,37,18,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,3,You,0,,,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,4,Opponent,1,35,32,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,4,You,0,,,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,5,Opponent,1,22,40,501
lHlaA5aN_1772388053110,2026-03-01,Julie York,🎯DML - Division 4 - Jan 2026,5,You,0,,,501
2Bzhuwmu_1772478201186,2026-03-02,Lander Valentin,Dartmatt Development Tour 2026 #9,1,Opponent,1,32,16,501
2Bzhuwmu_1772478201186,2026-03-02,Lander Valentin,Dartmatt Development Tour 2026 #9,1,You,0,,,501
2Bzhuwmu_1772478201186,2026-03-02,Lander Valentin,Dartmatt Development Tour 2026 #9,2,Opponent,0,,,501
2Bzhuwmu_1772478201186,2026-03-02,Lander Valentin,Dartmatt Development Tour 2026 #9,2,You,1,35,4,501
2Bzhuwmu_1772478201186,2026-03-02,Lander Valentin,Dartmatt Development Tour 2026 #9,3,Opponent,1,32,16,501
2Bzhuwmu_1772478201186,2026-03-02,Lander Valentin,Dartmatt Development Tour 2026 #9,3,You,0,,,501
MC30DRyf_1772480327923,2026-03-02,Jack Daffin,Dartsmatt Development Tour 2026 #9,1,Opponent,1,37,16,501
MC30DRyf_1772480327923,2026-03-02,Jack Daffin,Dartsmatt Development Tour 2026 #9,1,You,0,,,501
MC30DRyf_1772480327923,2026-03-02,Jack Daffin,Dartsmatt Development Tour 2026 #9,2,Opponent,1,27,56,501
MC30DRyf_1772480327923,2026-03-02,Jack Daffin,Dartsmatt Development Tour 2026 #9,2,You,0,,,501
U4m2GYTI_1772481261582,2026-03-02,Levi Broadhead,Dartsmatt Development Tour 2026 #9,1,You,0,,,501
U4m2GYTI_1772481261582,2026-03-02,Levi Broadhead,Dartsmatt Development Tour 2026 #9,1,Opponent,1,29,55,501
U4m2GYTI_1772481261582,2026-03-02,Levi Broadhead,Dartsmatt Development Tour 2026 #9,2,You,1,34,10,501
U4m2GYTI_1772481261582,2026-03-02,Levi Broadhead,Dartsmatt Development Tour 2026 #9,2,Opponent,0,,,501
U4m2GYTI_1772481261582,2026-03-02,Levi Broadhead,Dartsmatt Development Tour 2026 #9,3,You,0,,,501
U4m2GYTI_1772481261582,2026-03-02,Levi Broadhead,Dartsmatt Development Tour 2026 #9,3,Opponent,1,36,49,501
yFxCHC1T_1772482904278,2026-03-02,Braden Hinely,Dartsmatt Development Tour 2026 #9,1,You,0,,,501
yFxCHC1T_1772482904278,2026-03-02,Braden Hinely,Dartsmatt Development Tour 2026 #9,1,Opponent,1,51,4,501
yFxCHC1T_1772482904278,2026-03-02,Braden Hinely,Dartsmatt Development Tour 2026 #9,2,You,1,41,13,501
yFxCHC1T_1772482904278,2026-03-02,Braden Hinely,Dartsmatt Development Tour 2026 #9,2,Opponent,0,,,501
yFxCHC1T_1772482904278,2026-03-02,Braden Hinely,Dartsmatt Development Tour 2026 #9,3,You,1,49,2,501
yFxCHC1T_1772482904278,2026-03-02,Braden Hinely,Dartsmatt Development Tour 2026 #9,3,Opponent,0,,,501
AFMYAfd2_1773086730234,2026-03-09,Braden Hinely,Dartsmatt Development Tour 2026 #10,1,You,1,79,2,501
AFMYAfd2_1773086730234,2026-03-09,Braden Hinely,Dartsmatt Development Tour 2026 #10,1,Opponent,0,,,501
AFMYAfd2_1773086730234,2026-03-09,Braden Hinely,Dartsmatt Development Tour 2026 #10,2,You,0,,,501
AFMYAfd2_1773086730234,2026-03-09,Braden Hinely,Dartsmatt Development Tour 2026 #10,2,Opponent,1,39,32,501
AFMYAfd2_1773086730234,2026-03-09,Braden Hinely,Dartsmatt Development Tour 2026 #10,3,You,1,33,38,501
AFMYAfd2_1773086730234,2026-03-09,Braden Hinely,Dartsmatt Development Tour 2026 #10,3,Opponent,0,,,501
AcD4yis9_1773085470455,2026-03-09,Tom Tickner,Dartsmatt Development Tour 2026 #10,1,Opponent,0,,,501
AcD4yis9_1773085470455,2026-03-09,Tom Tickner,Dartsmatt Development Tour 2026 #10,1,You,1,30,53,501
AcD4yis9_1773085470455,2026-03-09,Tom Tickner,Dartsmatt Development Tour 2026 #10,2,Opponent,1,39,64,501
AcD4yis9_1773085470455,2026-03-09,Tom Tickner,Dartsmatt Development Tour 2026 #10,2,You,0,,,501
AcD4yis9_1773085470455,2026-03-09,Tom Tickner,Dartsmatt Development Tour 2026 #10,3,Opponent,1,35,32,501
AcD4yis9_1773085470455,2026-03-09,Tom Tickner,Dartsmatt Development Tour 2026 #10,3,You,0,,,501
Fs3G1Bnb_1773084061031,2026-03-09,Lander Valentin,Dartsmatt Development Tour 2026 #10,1,Opponent,0,,,501
Fs3G1Bnb_1773084061031,2026-03-09,Lander Valentin,Dartsmatt Development Tour 2026 #10,1,You,1,41,35,501
Fs3G1Bnb_1773084061031,2026-03-09,Lander Valentin,Dartsmatt Development Tour 2026 #10,2,Opponent,1,38,16,501
Fs3G1Bnb_1773084061031,2026-03-09,Lander Valentin,Dartsmatt Development Tour 2026 #10,2,You,0,,,501
Fs3G1Bnb_1773084061031,2026-03-09,Lander Valentin,Dartsmatt Development Tour 2026 #10,3,Opponent,1,31,16,501
Fs3G1Bnb_1773084061031,2026-03-09,Lander Valentin,Dartsmatt Development Tour 2026 #10,3,You,0,,,501
IvhESbTh_1773088589935,2026-03-09,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #10,1,Opponent,1,33,48,501
IvhESbTh_1773088589935,2026-03-09,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #10,1,You,0,,,501
IvhESbTh_1773088589935,2026-03-09,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #10,2,Opponent,1,34,32,501
IvhESbTh_1773088589935,2026-03-09,Alex Boag-Munroe,Dartsmatt Development Tour 2026 #10,2,You,0,,,501
6n6SOXGX_1773345114342,2026-03-12,Frank Mikalsen,Dartsmatt Thursday Throwndown 20,1,Opponent,1,23,40,501
6n6SOXGX_1773345114342,2026-03-12,Frank Mikalsen,Dartsmatt Thursday Throwndown 20,1,You,0,,,501
6n6SOXGX_1773345114342,2026-03-12,Frank Mikalsen,Dartsmatt Thursday Throwndown 20,2,Opponent,1,22,20,501
6n6SOXGX_1773345114342,2026-03-12,Frank Mikalsen,Dartsmatt Thursday Throwndown 20,2,You,0,,,501
I947X6nk_1773346628232,2026-03-12,Graham Musto,Dartsmatt Thursday Throwndown 20,1,You,0,,,501
I947X6nk_1773346628232,2026-03-12,Graham Musto,Dartsmatt Thursday Throwndown 20,1,Opponent,1,26,32,501
I947X6nk_1773346628232,2026-03-12,Graham Musto,Dartsmatt Thursday Throwndown 20,2,You,0,,,501
I947X6nk_1773346628232,2026-03-12,Graham Musto,Dartsmatt Thursday Throwndown 20,2,Opponent,1,31,2,501
Kl9mDnIx_1773345836223,2026-03-12,Leon Spyrou,Dartsmatt Thursday Throwndown 20,1,You,0,,,501
Kl9mDnIx_1773345836223,2026-03-12,Leon Spyrou,Dartsmatt Thursday Throwndown 20,1,Opponent,1,26,52,501
Kl9mDnIx_1773345836223,2026-03-12,Leon Spyrou,Dartsmatt Thursday Throwndown 20,2,You,0,,,501
Kl9mDnIx_1773345836223,2026-03-12,Leon Spyrou,Dartsmatt Thursday Throwndown 20,2,Opponent,1,35,38,501
XrzGCCfB_1773343906874,2026-03-12,Ian Evans,Dartsmatt Thursday Throwndown 20,1,Opponent,0,,,501
XrzGCCfB_1773343906874,2026-03-12,Ian Evans,Dartsmatt Thursday Throwndown 20,1,You,1,43,32,501
XrzGCCfB_1773343906874,2026-03-12,Ian Evans,Dartsmatt Thursday Throwndown 20,2,Opponent,0,,,501
XrzGCCfB_1773343906874,2026-03-12,Ian Evans,Dartsmatt Thursday Throwndown 20,2,You,1,34,18,501
eXccF1UR_1773342568065,2026-03-12,Zak Louw,Dartsmatt Thursday Throwndown 20,1,Opponent,0,,,501
eXccF1UR_1773342568065,2026-03-12,Zak Louw,Dartsmatt Thursday Throwndown 20,1,You,1,42,40,501
eXccF1UR_1773342568065,2026-03-12,Zak Louw,Dartsmatt Thursday Throwndown 20,2,Opponent,1,34,36,501
eXccF1UR_1773342568065,2026-03-12,Zak Louw,Dartsmatt Thursday Throwndown 20,2,You,0,,,501
eXccF1UR_1773342568065,2026-03-12,Zak Louw,Dartsmatt Thursday Throwndown 20,3,Opponent,1,30,16,501
eXccF1UR_1773342568065,2026-03-12,Zak Louw,Dartsmatt Thursday Throwndown 20,3,You,0,,,501
CvUhohsw_1773687669509,2026-03-16,Lander Valentin,Dartsmatt Development Tour 2026 #11,1,You,0,,,501
CvUhohsw_1773687669509,2026-03-16,Lander Valentin,Dartsmatt Development Tour 2026 #11,1,Opponent,1,58,4,501
CvUhohsw_1773687669509,2026-03-16,Lander Valentin,Dartsmatt Development Tour 2026 #11,2,You,0,,,501
CvUhohsw_1773687669509,2026-03-16,Lander Valentin,Dartsmatt Development Tour 2026 #11,2,Opponent,1,30,16,501
XL0JEnef_1773690262831,2026-03-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #11,1,You,0,,,501
XL0JEnef_1773690262831,2026-03-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #11,1,Opponent,1,32,40,501
XL0JEnef_1773690262831,2026-03-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #11,2,You,1,33,8,501
XL0JEnef_1773690262831,2026-03-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #11,2,Opponent,0,,,501
XL0JEnef_1773690262831,2026-03-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #11,3,You,1,20,39,501
XL0JEnef_1773690262831,2026-03-16,Edwin Iżykowski,Dartsmatt Development Tour 2026 #11,3,Opponent,0,,,501
d4eZ5HsD_1773691213850,2026-03-16,Rhys Horn,Dartsmatt Development Tour 2026 #11,1,You,0,,,501
d4eZ5HsD_1773691213850,2026-03-16,Rhys Horn,Dartsmatt Development Tour 2026 #11,1,Opponent,1,45,16,501
d4eZ5HsD_1773691213850,2026-03-16,Rhys Horn,Dartsmatt Development Tour 2026 #11,2,You,1,34,10,501
